"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"Unalloc_4_33501184_1072689152"	""	"r"	"yes"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1033875456"	"0"	"null"	"unknown"	"r---------"	"/img_T:/$Unalloc/Unalloc_4_33501184_1072689152"
"$AttrDef"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2560"	"4"	"ad617ac3906958de35eacc3d90d31043"	"unknown"	"rr-xr-xr-x"	"/img_T:/$AttrDef"
"$AttrDef-slack"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"1536"	"4"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$AttrDef-slack"
"$BadClus"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"0"	"8"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_T:/$BadClus"
"$BadClus:$Bad"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"1072689152"	"8"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$BadClus:$Bad"
"$BadClus:$Bad-slack"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"1072689152"	"8"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$BadClus:$Bad-slack"
"$Bitmap"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"32736"	"6"	"960c75a68f16b091a528b6278495692d"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Bitmap"
"$Bitmap-slack"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"32"	"6"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Bitmap-slack"
"$Boot"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"8192"	"7"	"9341080e2ea0e41818ec18db7cd8e7cd"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Boot"
"$ObjId"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"0"	"25"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$ObjId"
"$Quota"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"0"	"24"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$Quota"
"$Reparse"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"0"	"26"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$Reparse"
"$Repair"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"0"	"28"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$RmMetadata/$Repair"
"$Repair:$Config"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"8"	"28"	"ab981967d9f545695c396db3787f8a49"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$RmMetadata/$Repair:$Config"
"$Tops"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"100"	"32"	"fb7389f357e580e161b92155f3718275"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$RmMetadata/$TxfLog/$Tops"
"$Tops:$T"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"1048576"	"32"	"b6d81b360a5672d80c27430f39153e2c"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Extend/$RmMetadata/$TxfLog/$Tops:$T"
"$TxfLog.blf"	".blf"	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"65536"	"33"	"7491f8469f3c25c06d654fa36d373339"	"unknown"	"rrwxrwxrwx"	"/img_T:/$Extend/$RmMetadata/$TxfLog/$TxfLog.blf"
"$TxfLogContainer00000000000000000001"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2097152"	"34"	"e6609c72da2acd5ea68098284b80bf7e"	"unknown"	"rrwxrwxrwx"	"/img_T:/$Extend/$RmMetadata/$TxfLog/$TxfLogContainer00000000000000000001"
"$TxfLogContainer00000000000000000002"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2097152"	"35"	"b2d1236c286a3c0704224fe4105eca49"	"unknown"	"rrwxrwxrwx"	"/img_T:/$Extend/$RmMetadata/$TxfLog/$TxfLogContainer00000000000000000002"
"$LogFile"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"5013504"	"2"	"f214bd116a3b44c294bc80208db48da1"	"unknown"	"rr-xr-xr-x"	"/img_T:/$LogFile"
"$MFT"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"262144"	"0"	"805dc18a2fdd6e6680d83998b9fcf946"	"unknown"	"rr-xr-xr-x"	"/img_T:/$MFT"
"$MFTMirr"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"4096"	"1"	"0c07f513e0459aaf2250aa586267b561"	"unknown"	"rr-xr-xr-x"	"/img_T:/$MFTMirr"
"desktop.ini"	".ini"	"r"	""	"2023-07-20 22:20:54 BRT"	"2023-07-20 22:16:34 BRT"	"2023-07-20 22:16:34 BRT"	"129"	"40"	"a526b9e7c716b3489d8cc062fbce4005"	"unknown"	"rr-xr-xr-x"	"/img_T:/$RECYCLE.BIN/S-1-5-21-107627711-3450939218-3163716549-1001/desktop.ini"
"$Secure:$SDS"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"264188"	"9"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Secure:$SDS"
"$Secure:$SDS-slack"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2052"	"9"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Secure:$SDS-slack"
"$UpCase"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"131072"	"10"	"7ff498a44e45e77374cc7c962b1b92f2"	"unknown"	"rr-xr-xr-x"	"/img_T:/$UpCase"
"$UpCase:$Info"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"32"	"10"	"null"	"unknown"	"rr-xr-xr-x"	"/img_T:/$UpCase:$Info"
"$Volume"	""	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"0"	"3"	"d41d8cd98f00b204e9800998ecf8427e"	"unknown"	"rr-xr-xr-x"	"/img_T:/$Volume"
"01-220908_0235.wav"	".wav"	"r"	""	"2023-07-20 22:21:31 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:35:34 BRT"	"2090660"	"41"	"c8fcfc2aebad7e98d58c4b66f228ebd7"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0235.wav"
"01-220908_0235.wav-slack"	".wav-slack"	"r"	""	"2023-07-20 22:21:31 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:35:34 BRT"	"2396"	"41"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0235.wav-slack"
"01-220908_0235.wav.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:29 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:35:34 BRT"	"20330"	"42"	"6497f614039ef005443f656ae20d2ba2"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0235.wav.reapeaks"
"01-220908_0235.wav.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:29 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:35:34 BRT"	"150"	"42"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0235.wav.reapeaks-slack"
"01-220908_0236.wav"	".wav"	"r"	""	"2023-07-20 22:21:29 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:36:16 BRT"	"1755812"	"43"	"c13c5e6823117bc5f563c9cbfbd7d3af"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0236.wav"
"01-220908_0236.wav-slack"	".wav-slack"	"r"	""	"2023-07-20 22:21:29 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:36:16 BRT"	"1372"	"43"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0236.wav-slack"
"01-220908_0236.wav.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:29 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:36:16 BRT"	"17082"	"44"	"94602214ae5312a1dea5b2c3f3480777"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0236.wav.reapeaks"
"01-220908_0236.wav.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:29 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:36:16 BRT"	"3398"	"44"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0236.wav.reapeaks-slack"
"01-220908_0240.wav"	".wav"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:41:28 BRT"	"6259364"	"45"	"97ac4a163a7507ab33fe527b1945c91c"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0240.wav"
"01-220908_0240.wav-slack"	".wav-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:29 BRT"	"2022-09-08 02:41:28 BRT"	"3420"	"45"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0240.wav-slack"
"01-220908_0258.wav"	".wav"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 02:59:04 BRT"	"3116708"	"47"	"f36c977b9dc06b2cb8a3b021d2a7f13a"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0258.wav"
"01-220908_0258.wav-slack"	".wav-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 02:59:04 BRT"	"348"	"47"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0258.wav-slack"
"01-220908_0258.wav.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 02:59:04 BRT"	"30290"	"48"	"97643e53169d424ebf83bac47a137c80"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0258.wav.reapeaks"
"01-220908_0258.wav.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 02:59:04 BRT"	"2478"	"48"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/01-220908_0258.wav.reapeaks-slack"
"ate o final.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:42:22 BRT"	"4422720"	"49"	"3242e362fed52d6c69f8b153699a8d85"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.mp3"
"ate o final.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:42:22 BRT"	"960"	"49"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.mp3-slack"
"ate o final.mp3.sfk"	".sfk"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 16:24:09 BRT"	"165920"	"50"	"efb95fe11d32881683a3b664f43e2e97"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.mp3.sfk"
"ate o final.mp3.sfk-slack"	".sfk-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 16:24:09 BRT"	"2016"	"50"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.mp3.sfk-slack"
"ate o final.rpp"	".rpp"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:52:32 BRT"	"77193"	"51"	"46fb29b7b396765a9b3bb3c5a4c780f0"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.rpp"
"ate o final.rpp-slack"	".rpp-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:52:32 BRT"	"631"	"51"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.rpp-slack"
"ate o final.rpp-bak"	".rpp-bak"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:42:26 BRT"	"77177"	"52"	"44a0c7ba731047001fb08f67c8e8dba3"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.rpp-bak"
"ate o final.rpp-bak-slack"	".rpp-bak-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:42:26 BRT"	"647"	"52"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/ate o final.rpp-bak-slack"
"back.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:21:16 BRT"	"171978"	"53"	"93766ba0e7809b8e6b648eac4228a8b0"	"unknown"	"rrwxrwxrwx"	"/img_T:/back.mp3"
"back.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:21:16 BRT"	"54"	"53"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/back.mp3-slack"
"back.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 04:25:14 BRT"	"5502"	"54"	"4147c3a8d6c2cfcaa308e56066eaf7d8"	"unknown"	"rrwxrwxrwx"	"/img_T:/back.mp3.reapeaks"
"back.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 04:25:14 BRT"	"2690"	"54"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/back.mp3.reapeaks-slack"
"back2.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:21:16 BRT"	"336172"	"55"	"f1a9f90039cbb8beb19a349262bee5f5"	"unknown"	"rrwxrwxrwx"	"/img_T:/back2.mp3"
"back2.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:21:16 BRT"	"3796"	"55"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/back2.mp3-slack"
"back2.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 04:26:48 BRT"	"10774"	"56"	"d9fd88305053ee324fca884b20508bd7"	"unknown"	"rrwxrwxrwx"	"/img_T:/back2.mp3.reapeaks"
"back2.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 04:26:48 BRT"	"1514"	"56"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/back2.mp3.reapeaks-slack"
"backvox (online-audio-converter.com).mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:17:07 BRT"	"302572"	"57"	"5101d67bc6ba4bc083f7f1e149f98664"	"unknown"	"rrwxrwxrwx"	"/img_T:/backvox (online-audio-converter.com).mp3"
"backvox (online-audio-converter.com).mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:17:07 BRT"	"532"	"57"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/backvox (online-audio-converter.com).mp3-slack"
"backvox (online-audio-converter.com).mp3:Zone.Identifier"	".Identifier"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:17:07 BRT"	"147"	"57"	"30df88913b211f2b5d073eb26bd8553b"	"unknown"	"rrwxrwxrwx"	"/img_T:/backvox (online-audio-converter.com).mp3:Zone.Identifier"
"backvox (online-audio-converter.com).mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:17:15 BRT"	"9694"	"58"	"e510e3388741515470910c7385740ee4"	"unknown"	"rrwxrwxrwx"	"/img_T:/backvox (online-audio-converter.com).mp3.reapeaks"
"backvox (online-audio-converter.com).mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:17:15 BRT"	"2594"	"58"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/backvox (online-audio-converter.com).mp3.reapeaks-slack"
"refrao.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:59:38 BRT"	"295852"	"59"	"8c61d7d68f5a37a0910b2eaf85643344"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao.mp3"
"refrao.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:59:38 BRT"	"3156"	"59"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao.mp3-slack"
"refrao.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:00:03 BRT"	"9478"	"60"	"8f8f7d6f6fdc73e87c9323e6062d5513"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao.mp3.reapeaks"
"refrao.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:00:03 BRT"	"2810"	"60"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao.mp3.reapeaks-slack"
"refrao2.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:59:38 BRT"	"406252"	"61"	"0af56faaadd1a235eea0bd73d734721a"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao2.mp3"
"refrao2.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:59:38 BRT"	"3348"	"61"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao2.mp3-slack"
"refrao2.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:00:37 BRT"	"13026"	"62"	"1e9bbd6bab7023734cd5c6e4abb9ce38"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao2.mp3.reapeaks"
"refrao2.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:00:37 BRT"	"3358"	"62"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao2.mp3.reapeaks-slack"
"refrao3.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:01:08 BRT"	"14286"	"64"	"b002b298e43282d3b8d3150af5639b9c"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao3.mp3.reapeaks"
"refrao3.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:01:08 BRT"	"2098"	"64"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao3.mp3.reapeaks-slack"
"refrao4.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:59:38 BRT"	"251692"	"65"	"bc49366b160d5d76039e2d0b9ada62fb"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao4.mp3"
"refrao4.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:59:38 BRT"	"2260"	"65"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao4.mp3-slack"
"refrao4.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:02:08 BRT"	"8062"	"66"	"fcc3e20c622d067893b7571bb80e0b61"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao4.mp3.reapeaks"
"refrao4.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 05:02:08 BRT"	"130"	"66"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/refrao4.mp3.reapeaks-slack"
"WPSettings.dat"	".dat"	"r"	""	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"2023-07-20 22:13:35 BRT"	"12"	"37"	"c88a551323946ee9c9cecb5b5cc99dd9"	"unknown"	"rrwxrwxrwx"	"/img_T:/System Volume Information/WPSettings.dat"
"uhum (online-audio-converter.com).mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:52:03 BRT"	"245932"	"67"	"d25e103c07d4413acf3211873bf6cba7"	"unknown"	"rrwxrwxrwx"	"/img_T:/uhum (online-audio-converter.com).mp3"
"uhum (online-audio-converter.com).mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:52:03 BRT"	"3924"	"67"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/uhum (online-audio-converter.com).mp3-slack"
"uhum (online-audio-converter.com).mp3:Zone.Identifier"	".Identifier"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:52:03 BRT"	"147"	"67"	"4b59877b09f71f8a930640f4cf571bc9"	"unknown"	"rrwxrwxrwx"	"/img_T:/uhum (online-audio-converter.com).mp3:Zone.Identifier"
"uhum (online-audio-converter.com).mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:52:58 BRT"	"7878"	"68"	"58572be6c760c0f34a5dd9c6836e7008"	"unknown"	"rrwxrwxrwx"	"/img_T:/uhum (online-audio-converter.com).mp3.reapeaks"
"uhum (online-audio-converter.com).mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:52:58 BRT"	"314"	"68"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/uhum (online-audio-converter.com).mp3.reapeaks-slack"
"verso10.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 09:44:58 BRT"	"322732"	"89"	"caf41b60df7a442f676e91e3b3ef6841"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso10.mp3"
"verso10.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 09:44:58 BRT"	"852"	"89"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso10.mp3-slack"
"verso10.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:45:31 BRT"	"10346"	"90"	"41bd8749d0255973dc7b652c6df597b6"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso10.mp3.reapeaks"
"verso10.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:45:31 BRT"	"1942"	"90"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso10.mp3.reapeaks-slack"
"verso11e12.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 09:44:58 BRT"	"431212"	"91"	"e2fc83de18d72ea757b1433e6a3c9f7b"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso11e12.mp3"
"verso11e12.mp3-slack"	".mp3-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 09:44:58 BRT"	"2964"	"91"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso11e12.mp3-slack"
"verso11e12.mp3.reapeaks"	".reapeaks"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:46:53 BRT"	"13798"	"92"	"bb9fad3a482e21415175a47e51c3a064"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso11e12.mp3.reapeaks"
"verso11e12.mp3.reapeaks-slack"	".reapeaks-slack"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 03:46:53 BRT"	"2586"	"92"	"null"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso11e12.mp3.reapeaks-slack"
"verso13.mp3"	".mp3"	"r"	""	"2023-07-20 22:21:30 BRT"	"2023-07-20 22:21:30 BRT"	"2022-09-08 10:21:16 BRT"	"279532"	"93"	"94b20b068a6b287b6e5a62f6d85d4d0f"	"unknown"	"rrwxrwxrwx"	"/img_T:/verso13.mp3"
